index,train_id,stop_sequence,from,from_id,to,to_id,delay_minutes,status,line,type,scheduled_date,scheduled_time,actual_date,actual_time,week_day
2625690,6676,17.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,23:02:00,2018-09-28,23:01:00,Fri
2625727,6640,17.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,13:27:00,2018-09-28,13:27:00,Fri
2625940,6662,16.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,1.0,estimated,Morristown Line,NJ Transit,2018-09-28,18:15:00,2018-09-28,18:16:00,Fri
2626063,6654,17.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,16:52:00,2018-09-28,16:51:00,Fri
2626453,6636,18.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,4.0,estimated,Morristown Line,NJ Transit,2018-09-28,12:21:00,2018-09-28,12:25:00,Fri
2626788,6664,16.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,10.0,estimated,Morristown Line,NJ Transit,2018-09-28,18:42:00,2018-09-28,18:52:00,Fri
2627135,6606,14.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,06:56:00,2018-09-28,06:55:00,Fri
2627283,6328,9.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,10:40:00,2018-09-28,10:39:00,Fri
2627926,6318,4.0,Brick Church,23.0,New York Penn Station,105.0,7.0,estimated,Morristown Line,NJ Transit,2018-09-28,08:38:00,2018-09-28,08:45:00,Fri
2627969,6320,9.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,09:12:00,2018-09-28,09:11:00,Fri
2629955,6674,17.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,21:56:00,2018-09-28,21:55:00,Fri
2630028,6620,10.0,South Orange,140.0,New York Penn Station,105.0,2.0,estimated,Morristown Line,NJ Transit,2018-09-28,08:55:00,2018-09-28,08:57:00,Fri
2630236,6616,11.0,Newark Broad Street,106.0,New York Penn Station,105.0,4.0,estimated,Morristown Line,NJ Transit,2018-09-28,08:26:00,2018-09-28,08:30:00,Fri
2630325,6672,16.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,21:23:00,2018-09-28,21:22:00,Fri
2630372,6644,17.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,2.0,estimated,Morristown Line,NJ Transit,2018-09-28,14:27:00,2018-09-28,14:29:00,Fri
2630522,6628,11.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,10:25:00,2018-09-28,10:25:00,Fri
